dislike	0
like	1
http://dbpedia.org/property/agency	2
http://dbpedia.org/property/alias	3
http://dbpedia.org/property/assosciatedActs	4
http://dbpedia.org/property/author	5
http://dbpedia.org/property/autor	6
http://dbpedia.org/property/currentMembers	7
http://dbpedia.org/property/currentmembers	8
http://dbpedia.org/property/distributor	9
http://dbpedia.org/property/ethnicity	10
http://dbpedia.org/property/formerLabels	11
http://dbpedia.org/property/formerMembers	12
http://dbpedia.org/property/genre	13
http://dbpedia.org/property/genres	14
http://dbpedia.org/property/homeTown	15
http://dbpedia.org/property/influenced	16
http://dbpedia.org/property/influences	17
http://dbpedia.org/property/instrument	18
http://dbpedia.org/property/instruments	19
http://dbpedia.org/property/location	20
http://dbpedia.org/property/manager	21
http://dbpedia.org/property/members	22
http://dbpedia.org/property/monuments	23
http://dbpedia.org/property/nationality	24
http://dbpedia.org/property/notableInstruments	25
http://dbpedia.org/property/occupation	26
http://dbpedia.org/property/occupation(s)_	27
http://dbpedia.org/property/origin	28
http://dbpedia.org/property/originalMembers	29
http://dbpedia.org/property/partner	30
http://dbpedia.org/property/party	31
http://dbpedia.org/property/pastMembers	32
http://dbpedia.org/property/politicalParty	33
http://dbpedia.org/property/producer	34
http://dbpedia.org/property/recordLabels	35
http://dbpedia.org/property/relatedActs	36
http://dbpedia.org/property/relatedArtists	37
http://dbpedia.org/property/religion	38
http://dbpedia.org/property/session/touringMembers	39
http://dbpedia.org/property/siblings	40
http://dbpedia.org/property/syblings	41
http://dbpedia.org/property/television	42
http://dbpedia.org/property/title	43
http://dbpedia.org/property/touringMembers	44
http://dbpedia.org/property/trainer	45
http://dbpedia.org/property/unofficialMembers	46
http://dbpedia.org/property/vocalRange	47
http://dbpedia.org/property/vocalType	48
http://dbpedia.org/property/voiceType	49
http://dbpedia.org/property/work	50
http://purl.org/dc/terms/subject	51